,internal_id,media_outlet,policy
1925,1081,CNN,Neutral
1926,1081,CNN,Does not mention
1927,1082,NBC,Neutral
1928,1082,NBC,Neutral
1929,1083,CNN,Neutral
1930,1083,CNN,Supports
1931,1084,CNN,Does not mention
1932,1084,CNN,Does not mention
1933,1087,CNN,Does not mention
1934,1087,CNN,Does not mention
1935,1088,CNN,Neutral
1936,1088,CNN,Neutral
1937,1089,Fox,Neutral
1938,1089,Fox,Supports
1939,1090,MSNBC,Does not mention
1940,1090,MSNBC,Does not mention
1941,1091,CNN,Does not mention
1942,1091,CNN,Does not mention
1943,1093,MSNBC,Neutral
1944,1093,MSNBC,Neutral
1945,1094,MSNBC,Does not mention
1946,1094,MSNBC,Does not mention
1947,1095,Fox,Does not mention
1948,1095,Fox,Does not mention
1949,1096,CNN,Does not mention
1950,1096,CNN,Neutral
1951,1097,CNN,Does not mention
1952,1097,CNN,Does not mention
1953,1100,CNN,Does not mention
1954,1100,CNN,Does not mention
1955,1101,PBS,Does not mention
1956,1101,PBS,Does not mention
1957,1102,Fox,Supports
1958,1102,Fox,Supports
1959,1103,ABC,Neutral
1960,1103,ABC,Neutral
1961,1104,MSNBC,Supports
1962,1104,MSNBC,Supports
1963,1106,CNN,Does not mention
1964,1106,CNN,Supports
1965,1107,CNN,Does not mention
1966,1107,CNN,Does not mention
1967,1108,CNN,Supports
1968,1108,CNN,Supports
1969,1109,NBC,Supports
1970,1109,NBC,Supports
1971,1110,MSNBC,Does not mention
1972,1110,MSNBC,Does not mention
1973,1111,CNN,Does not mention
1974,1111,CNN,Does not mention
1975,1112,CNN,Does not mention
1976,1112,CNN,Does not mention
1977,1113,Fox,Neutral
1978,1113,Fox,Neutral
1979,1114,CBS,Neutral
1980,1114,CBS,Neutral
1981,1115,CNN,Neutral
1982,1115,CNN,Neutral
1983,1116,CNN,Does not mention
1984,1116,CNN,Does not mention
1985,1117,CBS,Does not mention
1986,1117,CBS,Does not mention
1987,1118,CNN,Does not mention
1988,1118,CNN,Does not mention
1989,1119,Fox,Neutral
1990,1119,Fox,Neutral
1991,1121,Fox,Does not mention
1992,1121,Fox,Does not mention
1993,1122,MSNBC,Does not mention
1994,1122,MSNBC,Does not mention
1995,1124,MSNBC,Does not mention
1996,1124,MSNBC,Does not mention
1997,1125,PBS,Neutral
1998,1125,PBS,Neutral
1999,1126,ABC,Neutral
2000,1126,ABC,Neutral
2001,1127,CNN,Does not mention
2002,1127,CNN,Does not mention
2003,1128,PBS,Does not mention
2004,1128,PBS,Does not mention
2005,1129,Fox,Does not mention
2006,1129,Fox,Does not mention
2007,1130,CNN,Neutral
2008,1130,CNN,Neutral
2009,1131,MSNBC,Supports
2010,1131,MSNBC,Supports
2011,1132,CNN,Supports
2012,1132,CNN,Supports
2013,1133,Fox,Neutral
2014,1133,Fox,Neutral
2015,1134,MSNBC,Does not mention
2016,1134,MSNBC,Does not mention
2017,1135,CBS,Neutral
2018,1135,CBS,Neutral
2019,1136,CNN,Neutral
2020,1136,CNN,Neutral
2021,1137,MSNBC,Does not mention
2022,1137,MSNBC,Does not mention
2023,1138,ABC,Does not mention
2024,1138,ABC,Does not mention
2025,1139,Fox,Does not mention
2026,1139,Fox,Does not mention
2027,1140,NBC,Neutral
2028,1140,NBC,Opposes
2029,1141,PBS,Does not mention
2030,1141,PBS,Does not mention
2031,1142,ABC,Does not mention
2032,1142,ABC,Does not mention
2033,1143,MSNBC,Does not mention
2034,1143,MSNBC,Does not mention
2035,1144,CNN,Does not mention
2036,1144,CNN,Does not mention
2037,1145,Fox,Opposes
2038,1145,Fox,Opposes
2039,1146,CNN,Does not mention
2040,1146,CNN,Does not mention
2041,1147,Fox,Does not mention
2042,1147,Fox,Does not mention
2043,1148,ABC,Does not mention
2044,1148,ABC,Does not mention
2045,1149,Fox,Does not mention
2046,1149,Fox,Does not mention
2047,1150,CNN,Does not mention
2048,1150,CNN,Does not mention
2049,1151,CNN,Does not mention
2050,1151,CNN,Does not mention
2051,1152,CNN,Does not mention
2052,1152,CNN,Does not mention
2053,1153,Fox,Opposes
2054,1153,Fox,Opposes
2055,1154,Fox,Does not mention
2056,1154,Fox,Does not mention
2057,1155,CNN,Does not mention
2058,1155,CNN,Does not mention
2059,1156,CNN,Does not mention
2060,1156,CNN,Does not mention
2061,1157,Fox,Does not mention
2062,1157,Fox,Does not mention
2063,1158,CBS,Does not mention
2064,1158,CBS,Does not mention
2065,1159,CNN,Does not mention
2066,1159,CNN,Does not mention
2067,1160,CBS,Does not mention
2068,1160,CBS,Does not mention
2069,1161,CNN,Does not mention
2070,1161,CNN,Does not mention
2071,1162,ABC,Does not mention
2072,1162,ABC,Does not mention
2073,1164,MSNBC,Does not mention
2074,1164,MSNBC,Does not mention
2075,1165,Fox,Does not mention
2076,1165,Fox,Does not mention
2077,1166,CNN,Supports
2078,1166,CNN,Supports
2079,1167,CNN,Does not mention
2080,1167,CNN,Does not mention
2081,1168,PBS,Neutral
2082,1168,PBS,Neutral
2083,1169,CNN,Supports
2084,1169,CNN,Supports
2085,1170,ABC,Supports
2086,1170,ABC,Supports
2087,1171,CNN,Does not mention
2088,1171,CNN,Does not mention
2089,1172,Fox,Does not mention
2090,1172,Fox,Does not mention
2091,1173,Fox,Does not mention
2092,1173,Fox,Does not mention
2093,1174,MSNBC,Does not mention
2094,1174,MSNBC,Does not mention
2095,1175,Fox,Does not mention
2096,1175,Fox,Does not mention
2097,1176,CNN,Does not mention
2098,1176,CNN,Does not mention
2099,1177,CNN,Supports
2100,1177,CNN,Supports
2101,1178,PBS,Debate
2102,1178,PBS,Neutral
2103,1179,CNN,Supports
2104,1179,CNN,Does not mention
2105,1180,Fox,Does not mention
2106,1180,Fox,Does not mention
2107,1181,CNN,Neutral
2108,1181,CNN,Neutral
2109,1182,CNN,Does not mention
2110,1182,CNN,Does not mention
2111,1183,CNN,Does not mention
2112,1183,CNN,Does not mention
2113,1185,CBS,Does not mention
2114,1185,CBS,Does not mention
2115,1186,CNN,Supports
2116,1186,CNN,Supports
2117,1187,CNN,Supports
2118,1187,CNN,Supports
2119,1188,CNN,Does not mention
2120,1188,CNN,Does not mention
2121,1189,Fox,Neutral
2122,1189,Fox,Does not mention
2123,1190,CNN,Does not mention
2124,1190,CNN,Does not mention
2125,1191,CNN,Does not mention
2126,1191,CNN,Does not mention
2127,1192,Fox,Opposes
2128,1192,Fox,Opposes
2129,1194,CNN,Does not mention
2130,1194,CNN,Does not mention
2131,1195,CBS,Opposes
2132,1195,CBS,Supports
2133,1196,Fox,Opposes
2134,1196,Fox,Opposes
2135,1197,CNN,Does not mention
2136,1197,CNN,Does not mention
2137,1198,CNN,Does not mention
2138,1198,CNN,Does not mention
2139,1199,CNN,Supports
2140,1199,CNN,Supports
2141,1200,Fox,Supports
2142,1200,Fox,Neutral
2143,1201,CNN,Does not mention
2144,1201,CNN,Does not mention
2145,1202,Fox,Does not mention
2146,1202,Fox,Does not mention
2147,1203,Fox,Does not mention
2148,1203,Fox,Does not mention
2149,1204,CNN,Does not mention
2150,1204,CNN,Does not mention
2151,1205,Fox,Does not mention
2152,1205,Fox,Does not mention
2153,1206,Fox,Does not mention
2154,1206,Fox,Does not mention
2155,1208,MSNBC,Does not mention
2156,1208,MSNBC,Does not mention
2157,1209,MSNBC,Does not mention
2158,1209,MSNBC,Does not mention
2159,1210,CNN,Does not mention
2160,1210,CNN,Does not mention
2161,1211,CNN,Supports
2162,1211,CNN,Supports
2163,1212,CNN,Does not mention
2164,1212,CNN,Does not mention
2165,1213,MSNBC,Does not mention
2166,1213,MSNBC,Does not mention
2167,1214,Fox,Opposes
2168,1214,Fox,Opposes
2169,1215,Fox,Does not mention
2170,1215,Fox,Does not mention
2171,1216,MSNBC,Supports
2172,1216,MSNBC,Supports
2173,1217,MSNBC,Does not mention
2174,1217,MSNBC,Does not mention
2175,1218,ABC,Does not mention
2176,1218,ABC,Does not mention
2177,1219,CNN,Supports
2178,1219,CNN,Does not mention
2179,1220,CBS,Does not mention
2180,1220,CBS,Does not mention
2181,1222,CNN,Does not mention
2182,1222,CNN,Does not mention
2183,1223,CBS,Does not mention
2184,1223,CBS,Does not mention
2185,1224,CNN,Does not mention
2186,1224,CNN,Does not mention
2187,1225,MSNBC,Does not mention
2188,1225,MSNBC,Does not mention
2189,1227,ABC,Does not mention
2190,1227,ABC,Does not mention
2191,1228,CBS,Does not mention
2192,1228,CBS,Does not mention
2193,1229,PBS,Supports
2194,1229,PBS,Supports
2195,1230,CNN,Does not mention
2196,1230,CNN,Does not mention
2197,1231,CNN,Does not mention
2198,1231,CNN,Does not mention
2199,1233,CNN,Does not mention
2200,1233,CNN,Does not mention
2201,1234,CNN,Does not mention
2202,1234,CNN,Does not mention
2203,1235,PBS,Does not mention
2204,1235,PBS,Does not mention
2205,1236,MSNBC,Does not mention
2206,1236,MSNBC,Does not mention
2207,1237,MSNBC,Does not mention
2208,1237,MSNBC,Does not mention
2209,1238,MSNBC,Does not mention
2210,1238,MSNBC,Does not mention
2211,1240,CNN,Supports
2212,1240,CNN,Supports
2213,1241,CNN,Neutral
2214,1241,CNN,Neutral
2215,1242,Fox,Does not mention
2216,1242,Fox,Does not mention
2217,1243,CNN,Does not mention
2218,1243,CNN,Does not mention
2219,1244,PBS,Neutral
2220,1244,PBS,Neutral
2221,1245,MSNBC,Does not mention
2222,1245,MSNBC,Does not mention
2223,1246,CNN,Neutral
2224,1246,CNN,Neutral
2225,1248,MSNBC,Does not mention
2226,1248,MSNBC,Does not mention
2227,1249,CNN,Supports
2228,1249,CNN,Supports
2229,1250,CBS,Does not mention
2230,1250,CBS,Does not mention
2231,1251,NBC,Does not mention
2232,1251,NBC,Does not mention
2233,1252,CBS,Does not mention
2234,1252,CBS,Does not mention
2235,1253,MSNBC,Does not mention
2236,1253,MSNBC,Does not mention
2237,1254,CNN,Does not mention
2238,1254,CNN,Does not mention
2239,1255,NBC,Does not mention
2240,1255,NBC,Does not mention
2241,1256,MSNBC,Does not mention
2242,1256,MSNBC,Does not mention
2243,1257,CNN,Does not mention
2244,1257,CNN,Does not mention
2245,1258,CNN,Does not mention
2246,1258,CNN,Does not mention
2247,1259,Fox,Opposes
2248,1259,Fox,Opposes
2249,1260,CBS,Neutral
2250,1260,CBS,Does not mention
2251,1261,Fox,Does not mention
2252,1261,Fox,Does not mention
2253,1262,MSNBC,Supports
2254,1262,MSNBC,Supports
2255,1263,CNN,Supports
2256,1263,CNN,Supports
2257,1264,CNN,Does not mention
2258,1264,CNN,Does not mention
2259,1266,PBS,Does not mention
2260,1266,PBS,Does not mention
2261,1267,NBC,Neutral
2262,1267,NBC,Neutral
2263,1268,CNN,Supports
2264,1268,CNN,Supports
2265,1269,CNN,Supports
2266,1269,CNN,Supports
2267,1270,CNN,Supports
2268,1270,CNN,Supports
2269,1271,Fox,Opposes
2270,1271,Fox,Opposes
2271,1272,CNN,Neutral
2272,1272,CNN,Supports
2273,1273,CNN,Supports
2274,1273,CNN,Supports
2275,1274,CNN,Supports
2276,1274,CNN,Supports
2277,1275,CNN,Supports
2278,1275,CNN,Supports
2279,1276,ABC,Supports
2280,1276,ABC,Supports
2281,1277,CNN,Neutral
2282,1277,CNN,Neutral
2283,1278,CBS,Neutral
2284,1278,CBS,Neutral
2285,1279,CNN,Neutral
2286,1279,CNN,Neutral
2287,1280,ABC,Does not mention
2288,1280,ABC,Neutral
2289,1281,CNN,Supports
2290,1281,CNN,Supports
2291,1282,CNN,Supports
2292,1282,CNN,Supports
2293,1283,CBS,Does not mention
2294,1283,CBS,Does not mention
2295,1284,CNN,Supports
2296,1284,CNN,Supports
2297,1286,PBS,Supports
2298,1286,PBS,Supports
2299,1287,CBS,Neutral
2300,1287,CBS,Neutral
2301,1288,CNN,Supports
2302,1288,CNN,Supports
2303,1289,Fox,Opposes
2304,1289,Fox,Debate
2305,1290,CNN,Supports
2306,1290,CNN,Supports
2307,1292,CNN,Supports
2308,1292,CNN,Supports
2309,1293,Fox,Opposes
2310,1293,Fox,Opposes
2311,1294,Fox,Opposes
2312,1294,Fox,Opposes
2313,1296,Fox,Neutral
2314,1296,Fox,Neutral
2315,1298,CNN,Does not mention
2316,1298,CNN,Does not mention
2317,1299,CNN,Supports
2318,1299,CNN,Debate
2319,1300,CBS,Does not mention
2320,1300,CBS,Does not mention
2321,1300,CBS,Does not mention
2322,1301,CNN,Supports
2323,1301,CNN,Supports
2324,1302,CNN,Does not mention
2325,1302,CNN,Does not mention
2326,1303,Fox,Opposes
2327,1303,Fox,Opposes
2328,1304,CNN,Neutral
2329,1304,CNN,Neutral
2330,1305,Fox,Opposes
2331,1305,Fox,Opposes
2332,1306,CNN,Supports
2333,1306,CNN,Supports
2334,1307,CNN,Supports
2335,1307,CNN,Supports
2336,1308,CNN,Neutral
2337,1308,CNN,Neutral
2338,1309,CNN,Supports
2339,1309,CNN,Supports
2340,1310,MSNBC,Neutral
2341,1310,MSNBC,Neutral
2342,1311,MSNBC,Supports
2343,1311,MSNBC,Supports
2344,1313,CNN,Does not mention
2345,1313,CNN,Does not mention
2346,1314,MSNBC,Does not mention
2347,1314,MSNBC,Does not mention
2348,1316,Fox,Opposes
2349,1316,Fox,Opposes
2350,1317,MSNBC,Neutral
2351,1317,MSNBC,Neutral
2352,1318,CNN,Supports
2353,1318,CNN,Supports
2354,1319,CNN,Supports
2355,1319,CNN,Supports
2356,1320,Fox,Opposes
2357,1320,Fox,Opposes
2358,1322,CNN,Does not mention
2359,1322,CNN,Does not mention
2360,1323,CNN,Supports
2361,1323,CNN,Supports
2362,1324,CNN,Does not mention
2363,1324,CNN,Does not mention
2364,1326,MSNBC,Supports
2365,1326,MSNBC,Supports
2366,1327,MSNBC,Supports
2367,1327,MSNBC,Supports
2368,1328,CNN,Supports
2369,1328,CNN,Supports
2370,1330,Fox,Opposes
2371,1330,Fox,Opposes
2372,1332,Fox,Opposes
2373,1332,Fox,Opposes
2374,1333,Fox,Opposes
2375,1333,Fox,Does not mention
2376,1334,Fox,Neutral
2377,1334,Fox,Neutral
2378,1335,CNN,Supports
2379,1335,CNN,Supports
2380,1336,Fox,Opposes
2381,1336,Fox,Opposes
2382,1337,CNN,Supports
2383,1337,CNN,Supports
2384,1338,CNN,Does not mention
2385,1338,CNN,Does not mention
2386,1340,CBS,Does not mention
2387,1340,CBS,Does not mention
2388,1341,CBS,Supports
2389,1341,CBS,Supports
2390,1342,Fox,Opposes
2391,1342,Fox,Opposes
2392,1343,MSNBC,Does not mention
2393,1343,MSNBC,Does not mention
2394,1345,MSNBC,Neutral
2395,1345,MSNBC,Neutral
2396,1347,MSNBC,Does not mention
2397,1347,MSNBC,Does not mention
2398,1348,CNN,Neutral
2399,1348,CNN,Neutral
2400,1349,CNN,Does not mention
2401,1349,CNN,Does not mention
2402,1350,CBS,Neutral
2403,1350,CBS,Does not mention
2404,1351,CBS,Neutral
2405,1351,CBS,Does not mention
2406,1352,CNN,Supports
2407,1352,CNN,Supports
2408,1353,CNN,Supports
2409,1353,CNN,Supports
2410,1354,MSNBC,Supports
2411,1354,MSNBC,Supports
2412,1355,CNN,Does not mention
2413,1355,CNN,Does not mention
2414,1356,CNN,Does not mention
2415,1356,CNN,Does not mention
2416,1357,CNN,Does not mention
2417,1357,CNN,Does not mention
2418,1358,Fox,Opposes
2419,1358,Fox,Opposes
2420,1359,Fox,Opposes
2421,1359,Fox,Opposes
2422,1360,ABC,Does not mention
2423,1360,ABC,Does not mention
2424,1361,Fox,Opposes
2425,1361,Fox,Opposes
2426,1362,Fox,Opposes
2427,1362,Fox,Opposes
2428,1363,MSNBC,Does not mention
2429,1363,MSNBC,Does not mention
2430,1364,MSNBC,Neutral
2431,1364,MSNBC,Neutral
2432,1365,CNN,Supports
2433,1365,CNN,Debate
2434,1366,CNN,Neutral
2435,1366,CNN,Neutral
2436,1367,Fox,Opposes
2437,1367,Fox,Opposes
2438,1368,CNN,Neutral
2439,1368,CNN,Neutral
2440,1369,CNN,Neutral
2441,1369,CNN,Neutral
2442,1371,CNN,Neutral
2443,1371,CNN,Neutral
2444,1372,CNN,Supports
2445,1372,CNN,Supports
2446,1373,CNN,Neutral
2447,1373,CNN,Neutral
2448,1374,CNN,Supports
2449,1374,CNN,Supports
2450,1375,CNN,Does not mention
2451,1375,CNN,Neutral
2452,1376,CNN,Neutral
2453,1376,CNN,Neutral
2454,1377,CNN,Does not mention
2455,1377,CNN,Does not mention
2456,1378,CNN,Does not mention
2457,1378,CNN,Does not mention
2458,1380,Fox,Does not mention
2459,1380,Fox,Does not mention
2460,1381,CNN,Neutral
2461,1381,CNN,Neutral
2462,1381,CNN,Neutral
2463,1382,CBS,Does not mention
2464,1382,CBS,Does not mention
2465,1383,CNN,Does not mention
2466,1383,CNN,Does not mention
2467,1384,MSNBC,Does not mention
2468,1384,MSNBC,Does not mention
2469,1386,CNN,Neutral
2470,1386,CNN,Neutral
2471,1387,CNN,Supports
2472,1387,CNN,Supports
2473,1388,CNN,Neutral
2474,1388,CNN,Neutral
2475,1389,CNN,Neutral
2476,1389,CNN,Neutral
2477,1390,CNN,Neutral
2478,1390,CNN,Neutral
2479,1391,MSNBC,Supports
2480,1391,MSNBC,Supports
2481,1393,NBC,Does not mention
2482,1393,NBC,Does not mention
2483,1395,CNN,Supports
2484,1395,CNN,Supports
2485,1396,CNN,Supports
2486,1396,CNN,Supports
2487,1397,CNN,Does not mention
2488,1397,CNN,Does not mention
2489,1399,CNN,Does not mention
2490,1399,CNN,Does not mention
2491,1401,Fox,Opposes
2492,1401,Fox,Opposes
2493,1402,CNN,Does not mention
2494,1402,CNN,Does not mention
2495,1403,CNN,Neutral
2496,1403,CNN,Neutral
2497,1404,CNN,Supports
2498,1404,CNN,Supports
2499,1405,Fox,Neutral
2500,1405,Fox,Neutral
2501,1406,Fox,Opposes
2502,1406,Fox,Opposes
2503,1409,MSNBC,Supports
2504,1409,MSNBC,Supports
2505,1410,Fox,Neutral
2506,1410,Fox,Neutral
2507,1411,Fox,Neutral
2508,1411,Fox,Opposes
2509,1412,CNN,Does not mention
2510,1412,CNN,Does not mention
2511,1413,CNN,Does not mention
2512,1413,CNN,Does not mention
2513,1414,Fox,Debate
2514,1415,CNN,Supports
2515,1415,CNN,Supports
2516,1416,Fox,Opposes
2517,1416,Fox,Opposes
2518,1417,Fox,Opposes
2519,1417,Fox,Opposes
2520,1418,CNN,Neutral
2521,1418,CNN,Neutral
2522,1419,CNN,Supports
2523,1419,CNN,Supports
2524,1420,MSNBC,Neutral
2525,1420,MSNBC,Neutral
2526,1422,CNN,Neutral
2527,1422,CNN,Neutral
2528,1423,Fox,Opposes
2529,1423,Fox,Opposes
2530,1424,ABC,Neutral
2531,1424,ABC,Opposes
2532,1425,CBS,Does not mention
2533,1425,CBS,Does not mention
2534,1426,PBS,Supports
2535,1426,PBS,Supports
2536,1427,Fox,Opposes
2537,1427,Fox,Opposes
2538,1428,Fox,Does not mention
2539,1428,Fox,Does not mention
2540,1429,CNN,Does not mention
2541,1429,CNN,Does not mention
2542,1430,MSNBC,Neutral
2543,1430,MSNBC,Supports
2544,1431,CNN,Supports
2545,1431,CNN,Supports
2546,1432,CNN,Neutral
2547,1432,CNN,Neutral
2548,1433,CNN,Neutral
2549,1433,CNN,Neutral
2550,1434,ABC,Supports
2551,1434,ABC,Supports
2552,1435,PBS,Supports
2553,1435,PBS,Supports
2554,1437,MSNBC,Does not mention
2555,1437,MSNBC,Does not mention
2556,1438,ABC,Does not mention
2557,1438,ABC,Does not mention
2558,1439,CNN,Does not mention
2559,1439,CNN,Does not mention
2560,1440,Fox,Neutral
2561,1440,Fox,Neutral
2562,1441,PBS,Does not mention
2563,1441,PBS,Does not mention
2564,1442,Fox,Opposes
2565,1442,Fox,Opposes
2566,1443,CNN,Supports
2567,1443,CNN,Supports
2568,1444,CNN,Neutral
2569,1444,CNN,Neutral
2570,1445,CNN,Does not mention
2571,1445,CNN,Does not mention
2572,1446,MSNBC,Neutral
2573,1446,MSNBC,Neutral
2574,1447,Fox,Does not mention
2575,1447,Fox,Does not mention
2576,1448,CNN,Does not mention
2577,1448,CNN,Does not mention
2578,1449,CNN,Does not mention
2579,1449,CNN,Does not mention
2580,1450,MSNBC,Does not mention
2581,1450,MSNBC,Does not mention
2582,1451,MSNBC,Does not mention
2583,1451,MSNBC,Does not mention
2584,1453,CNN,Does not mention
2585,1453,CNN,Does not mention
2586,1454,Fox,Does not mention
2587,1454,Fox,Does not mention
2588,1455,CNN,Does not mention
2589,1455,CNN,Does not mention
2590,1456,CBS,Does not mention
2591,1456,CBS,Does not mention
2592,1457,CNN,Does not mention
2593,1457,CNN,Does not mention
2594,1460,MSNBC,Does not mention
2595,1460,MSNBC,Supports
2596,1461,CBS,Neutral
2597,1461,CBS,Neutral
2598,1462,CNN,Supports
2599,1462,CNN,Supports
2600,1463,CBS,Does not mention
2601,1463,CBS,Neutral
2602,1464,CNN,Neutral
2603,1464,CNN,Neutral
2604,1465,CNN,Does not mention
2605,1465,CNN,Does not mention
2606,1466,CNN,Neutral
2607,1466,CNN,Neutral
2608,1467,PBS,Neutral
2609,1467,PBS,Neutral
2610,1468,CNN,Neutral
2611,1468,CNN,Neutral
2612,1469,MSNBC,Supports
2613,1469,MSNBC,Supports
2614,1470,Fox,Neutral
2615,1470,Fox,Neutral
2616,1472,CBS,Does not mention
2617,1472,CBS,Does not mention
2618,1473,MSNBC,Does not mention
2619,1473,MSNBC,Does not mention
2620,1474,CNN,Neutral
2621,1474,CNN,Neutral
2622,1475,CNN,Supports
2623,1475,CNN,Supports
2624,1476,CNN,Supports
2625,1476,CNN,Supports
2626,1477,CNN,Supports
2627,1477,CNN,Supports
2628,1478,CNN,Does not mention
2629,1478,CNN,Does not mention
2630,1479,MSNBC,Does not mention
2631,1479,MSNBC,Does not mention
2632,1480,MSNBC,Does not mention
2633,1480,MSNBC,Does not mention
2634,1481,CNN,Does not mention
2635,1481,CNN,Does not mention
2636,1482,CNN,Does not mention
2637,1482,CNN,Does not mention
2638,1483,CNN,Neutral
2639,1483,CNN,Opposes
2640,1484,MSNBC,Neutral
2641,1484,MSNBC,Neutral
2642,1485,CNN,Does not mention
2643,1485,CNN,Does not mention
2644,1486,CNN,Does not mention
2645,1486,CNN,Does not mention
2646,1487,Fox,Opposes
2647,1487,Fox,Opposes
2648,1488,CNN,Does not mention
2649,1488,CNN,Does not mention
2650,1489,CNN,Does not mention
2651,1489,CNN,Does not mention
2652,1490,ABC,Neutral
2653,1490,ABC,Neutral
2654,1491,ABC,Does not mention
2655,1491,ABC,Does not mention
2656,1492,CNN,Does not mention
2657,1492,CNN,Does not mention
2658,1493,MSNBC,Does not mention
2659,1493,MSNBC,Does not mention
2660,1494,MSNBC,Supports
2661,1494,MSNBC,Supports
2662,1495,PBS,Does not mention
2663,1495,PBS,Does not mention
2664,1496,CNN,Does not mention
2665,1496,CNN,Does not mention
2666,1497,Fox,Does not mention
2667,1497,Fox,Does not mention
2668,1498,CNN,Does not mention
2669,1498,CNN,Does not mention
2670,1499,CNN,Does not mention
2671,1499,CNN,Does not mention
2672,1500,CNN,Does not mention
2673,1500,CNN,Does not mention
2674,1501,CNN,Does not mention
2675,1501,CNN,Does not mention
2676,1502,CNN,Supports
2677,1502,CNN,Supports
2678,1503,CNN,Does not mention
2679,1503,CNN,Does not mention
2680,1504,CNN,Does not mention
2681,1504,CNN,Does not mention
2682,1505,CNN,Does not mention
2683,1505,CNN,Does not mention
2684,1506,CNN,Does not mention
2685,1506,CNN,Does not mention
2686,1507,MSNBC,Does not mention
2687,1507,MSNBC,Does not mention
2688,1509,Fox,Does not mention
2689,1509,Fox,Does not mention
2690,1510,CBS,Does not mention
2691,1510,CBS,Does not mention
2692,1511,CNN,Does not mention
2693,1511,CNN,Does not mention
2694,1512,Fox,Does not mention
2695,1512,Fox,Does not mention
2696,1514,CBS,Does not mention
2697,1514,CBS,Does not mention
2698,1515,CNN,Does not mention
2699,1515,CNN,Does not mention
2700,1516,CNN,Does not mention
2701,1516,CNN,Does not mention
2702,1517,CNN,Supports
2703,1517,CNN,Supports
2704,1520,CNN,Supports
2705,1520,CNN,Supports
2706,1521,CNN,Supports
2707,1521,CNN,Does not mention
2708,1522,CNN,Supports
2709,1522,CNN,Supports
2710,1523,CNN,Supports
2711,1523,CNN,Supports
2712,1524,CNN,Supports
2713,1524,CNN,Supports
2714,1525,Fox,Supports
2715,1525,Fox,Supports
2716,1527,Fox,Does not mention
2717,1527,Fox,Does not mention
2718,1528,CBS,Does not mention
2719,1528,CBS,Does not mention
2720,1530,NBC,Neutral
2721,1530,NBC,Neutral
2722,1531,PBS,Does not mention
2723,1532,CBS,Does not mention
2724,1532,CBS,Does not mention
2725,1533,Fox,Does not mention
2726,1533,Fox,Does not mention
2727,1534,CNN,Does not mention
2728,1534,CNN,Does not mention
2729,1535,CNN,Supports
2730,1535,CNN,Supports
2731,1537,CBS,Supports
2732,1537,CBS,Supports
2733,1538,CBS,Supports
2734,1538,CBS,Supports
2735,1539,Fox,Does not mention
2736,1539,Fox,Does not mention
2737,1540,CNN,Neutral
2738,1540,CNN,Neutral
2739,1541,ABC,Does not mention
2740,1541,ABC,Does not mention
2741,1542,Fox,Does not mention
2742,1542,Fox,Does not mention
2743,1543,MSNBC,Supports
2744,1543,MSNBC,Supports
2745,1544,Fox,Neutral
2746,1544,Fox,Neutral
2747,1545,Fox,Does not mention
2748,1545,Fox,Does not mention
2749,1546,ABC,Does not mention
2750,1546,ABC,Does not mention
2751,1547,Fox,Opposes
2752,1547,Fox,Opposes
2753,1548,CNN,Does not mention
2754,1548,CNN,Does not mention
2755,1549,Fox,Neutral
2756,1549,Fox,Neutral
2757,1550,CNN,Does not mention
2758,1550,CNN,Does not mention
2759,1553,CBS,Does not mention
2760,1553,CBS,Does not mention
2761,1554,MSNBC,Does not mention
2762,1554,MSNBC,Does not mention
2763,1556,MSNBC,Does not mention
2764,1556,MSNBC,Does not mention
2765,1557,CNN,Does not mention
2766,1557,CNN,Does not mention
2767,1558,CNN,Supports
2768,1558,CNN,Supports
2769,1559,CNN,Supports
2770,1559,CNN,Supports
2771,1560,Fox,Opposes
2772,1560,Fox,Opposes
2773,1561,Fox,Supports
2774,1561,Fox,Supports
2775,1562,CNN,Does not mention
2776,1562,CNN,Does not mention
2777,1563,CNN,Neutral
2778,1563,CNN,Neutral
2779,1564,MSNBC,Supports
2780,1564,MSNBC,Supports
2781,1565,CNN,Does not mention
2782,1565,CNN,Does not mention
2783,1567,MSNBC,Does not mention
2784,1567,MSNBC,Does not mention
2785,1568,Fox,Opposes
2786,1568,Fox,Opposes
2787,1569,CNN,Supports
2788,1569,CNN,Supports
2789,1570,CNN,Does not mention
2790,1570,CNN,Does not mention
2791,1571,CNN,Does not mention
2792,1571,CNN,Does not mention
2793,1572,CNN,Supports
2794,1572,CNN,Supports
2795,1573,CNN,Supports
2796,1573,CNN,Supports
2797,1574,MSNBC,Does not mention
2798,1574,MSNBC,Does not mention
2799,1575,MSNBC,Does not mention
2800,1575,MSNBC,Does not mention
2801,1576,Fox,Opposes
2802,1576,Fox,Does not mention
2803,1578,CBS,Supports
2804,1578,CBS,Supports
2805,1579,Fox,Does not mention
2806,1579,Fox,Does not mention
2807,1580,Fox,Does not mention
2808,1580,Fox,Does not mention
2809,1581,Fox,Does not mention
2810,1581,Fox,Does not mention
2811,1582,CNN,Does not mention
2812,1582,CNN,Does not mention
2813,1583,MSNBC,Does not mention
2814,1583,MSNBC,Does not mention
2815,1584,Fox,Opposes
2816,1584,Fox,Opposes
2817,1586,CNN,Supports
2818,1586,CNN,Supports
2819,1587,Fox,Opposes
2820,1587,Fox,Opposes
2821,1588,MSNBC,Does not mention
